"[15.0, 18.0, 22.0, 24.0, 27.0, 28.0]","[23.0, 29.0, 31.0, 40.0, 46.0, 42.0]","[34.0, 39.0, 44.0, 52.0, 56.0, 59.0]","[56.0, 57.0, 79.0, 70.0, 83.0, 86.0]","[66.0, 73.0, 84.0, 103.0, 95.0, 154.0]","[78.0, 94.0, 102.0, 112.0, 123.0, 161.0]"
"[7.0, 9.0, 11.0, 13.0, 13.0, 14.0]","[10.0, 12.0, 15.0, 17.0, 22.0, 25.0]","[14.0, 17.0, 23.0, 24.0, 36.0, 30.0]","[16.0, 23.0, 26.0, 30.0, 39.0, 57.0]","[23.0, 27.0, 33.0, 39.0, 56.0, 52.0]","[34.0, 38.0, 47.0, 48.0, 57.0, 96.0]"
"[8.0, 9.0, 10.0, 12.0, 13.0, 16.0]","[11.0, 12.0, 15.0, 17.0, 19.0, 21.0]","[13.0, 21.0, 23.0, 27.0, 30.0, 33.0]","[18.0, 28.0, 26.0, 29.0, 35.0, 39.0]","[20.0, 27.0, 37.0, 62.0, 61.0, 51.0]","[25.0, 34.0, 42.0, 60.0, 57.0, 79.0]"
