"[355.0, 434.0, 518.0, 401.0, 636.0, 527.0]","[273.0, 285.0, 360.0, 343.0, 321.0, 317.0]","[301.0, 301.0, 405.0, 369.0, 378.0, 534.0]","[316.0, 387.0, 476.0, 558.0, 548.0, 667.0]","[439.0, 606.0, 603.0, 656.0, 643.0, 649.0]","[539.0, 657.0, 676.0, 721.0, 808.0, 5.325213804224049e-201]"
"[36.0, 54.0, 39.0, 37.0, 137.0, 65.0]","[47.0, 118.0, 152.0, 56.0, 122.0, 110.0]","[69.0, 108.0, 112.0, 121.0, 95.0, 209.0]","[111.0, 188.0, 206.0, 180.0, 245.0, 313.0]","[293.0, 117.0, 152.0, 505.0, 294.0, 216.0]","[136.0, 168.0, 201.0, 237.0, 313.0, 2.105781440676067e-85]"
"[78.0, 48.0, 75.0, 52.0, 90.0, 77.0]","[30.0, 61.0, 77.0, 111.0, 82.0, 65.0]","[91.0, 103.0, 66.0, 76.0, 116.0, 99.0]","[84.0, 74.0, 188.0, 158.0, 122.0, 123.0]","[83.0, 173.0, 107.0, 153.0, 156.0, 199.0]","[110.0, 112.0, 250.0, 174.0, 182.0, 8.326911898326855e+30]"
