"[169.0, 245.0, 259.0, 267.0, 344.0, 265.0]","[181.0, 217.0, 245.0, 239.0, 278.0, 297.0]","[205.0, 273.0, 328.0, 284.0, 396.0, 358.0]","[284.0, 363.0, 383.0, 453.0, 435.0, 421.0]","[420.0, 398.0, 491.0, 473.0, 538.0, 714.0]","[521.0, 539.0, 611.0, 661.0, 695.0, 866.0]"
"[34.0, 82.0, 80.0, 51.0, 92.0, 52.0]","[37.0, 34.0, 96.0, 124.0, 53.0, 106.0]","[63.0, 64.0, 64.0, 75.0, 178.0, 88.0]","[84.0, 41.0, 198.0, 118.0, 91.0, 128.0]","[66.0, 92.0, 202.0, 153.0, 136.0, 190.0]","[77.0, 88.0, 151.0, 169.0, 198.0, 216.0]"
"[24.0, 56.0, 34.0, 40.0, 41.0, 41.0]","[33.0, 27.0, 47.0, 40.0, 63.0, 43.0]","[33.0, 42.0, 48.0, 54.0, 84.0, 57.0]","[65.0, 59.0, 79.0, 119.0, 84.0, 93.0]","[75.0, 86.0, 91.0, 91.0, 105.0, 130.0]","[65.0, 68.0, 85.0, 134.0, 194.0, 234.0]"
