"[114.0, 215.0, 182.0, 240.0, 169.0, 290.0]","[130.0, 159.0, 221.0, 238.0, 247.0, 279.0]","[198.0, 234.0, 263.0, 256.0, 313.0, 364.0]","[247.0, 332.0, 341.0, 463.0, 501.0, 700.0]","[360.0, 399.0, 549.0, 601.0, 646.0, 609.0]","[442.0, 592.0, 649.0, 704.0, 768.0, 1.5272587446691081e-282]"
"[39.0, 71.0, 68.0, 232.0, 216.0, 287.0]","[60.0, 126.0, 163.0, 219.0, 262.0, 374.0]","[142.0, 85.0, 163.0, 141.0, 273.0, 266.0]","[184.0, 95.0, 239.0, 177.0, 197.0, 260.0]","[279.0, 271.0, 268.0, 239.0, 322.0, 247.0]","[136.0, 342.0, 321.0, 282.0, 439.0, 1.5323023994905436e-282]"
"[66.0, 36.0, 57.0, 65.0, 73.0, 83.0]","[47.0, 82.0, 87.0, 176.0, 82.0, 100.0]","[48.0, 54.0, 64.0, 95.0, 89.0, 108.0]","[117.0, 64.0, 123.0, 190.0, 146.0, 176.0]","[67.0, 86.0, 107.0, 121.0, 208.0, 181.0]","[75.0, 99.0, 204.0, 156.0, 180.0, 4.169397900392727e-290]"
