"[72.0, 97.0, 121.0, 134.0, 155.0, 187.0]","[97.0, 114.0, 139.0, 192.0, 164.0, 176.0]","[171.0, 198.0, 185.0, 249.0, 270.0, 318.0]","[236.0, 257.0, 316.0, 352.0, 351.0, 437.0]","[298.0, 342.0, 407.0, 482.0, 479.0, 619.0]","[475.0, 464.0, 579.0, 547.0, 638.0, 604.0]"
"[26.0, 42.0, 74.0, 117.0, 107.0, 129.0]","[76.0, 100.0, 114.0, 237.0, 152.0, 164.0]","[57.0, 123.0, 107.0, 133.0, 190.0, 183.0]","[80.0, 288.0, 220.0, 307.0, 212.0, 218.0]","[135.0, 135.0, 217.0, 141.0, 186.0, 307.0]","[152.0, 241.0, 227.0, 233.0, 209.0, 389.0]"
"[24.0, 19.0, 29.0, 42.0, 32.0, 47.0]","[26.0, 29.0, 57.0, 71.0, 45.0, 66.0]","[32.0, 45.0, 48.0, 113.0, 67.0, 82.0]","[36.0, 54.0, 85.0, 59.0, 128.0, 75.0]","[41.0, 93.0, 134.0, 99.0, 175.0, 222.0]","[52.0, 202.0, 141.0, 100.0, 117.0, 253.0]"
